state,district,demo_age_5_17,demo_age_17_,total_demo,demo_minor_share,cv_volume,cluster
Jammu And Kashmir,Reasi,1119,7281,8400,0.13321428571428412,3.8043602076400176,2
Jammu And Kashmir,Samba,628,4492,5120,0.12265624999999761,2.3005856992762213,1
Jammu And Kashmir,Shupiyan,1515,6363,7878,0.19230769230768988,2.9088080354858175,3
Jammu And Kashmir,Srinagar,3495,36221,39716,0.08799979856984567,2.012681224991091,0
Jammu And Kashmir,Udhampur,1172,15681,16853,0.06954251468581221,3.0278143674731135,2
Jharkhand,Bokaro,4424,59966,64390,0.06870632085727586,3.6352525065640275,2
Jharkhand,Chatra,3989,40247,44236,0.09017542273261576,2.7874574254239124,1
Jharkhand,Deoghar,4022,50909,54931,0.07321912945331402,3.682252499159349,2
Jharkhand,Dhanbad,5776,93536,99312,0.05816014177541479,4.232927760459037,2
Jharkhand,Dumka,4019,54675,58694,0.06847377926193467,3.7959505656778765,2
Jharkhand,East Singhbhum,4140,55562,59702,0.06934441057251002,3.196206541823209,2
Jharkhand,Garhwa,3459,34719,38178,0.09060191733459036,1.9429388258570601,0
Jharkhand,Garhwa *,44,2072,2116,0.02079395085066064,0.7537142381455928,4
Jharkhand,Giridih,9644,94869,104513,0.09227560207821027,4.200103308126445,2
Jharkhand,Godda,3785,49905,53690,0.0704972993108585,2.4937607354937237,0
